Test,Client,Metric,Phase,Value
HighCompute,Nethermind - Lighthouse,TPS,Phase 1,10.40
HighCompute,Besu - Lighthouse,TPS,Phase 2,11.42
HighCompute,Equalweight - Lighthouse,TPS,Phase 2,11.92
HighCompute,Geth - Lighthouse,TPS,Phase 2,7.89
HighCompute,Mainnet - Lighthouse,TPS,Phase 2,8.28
HighCompute,Nethermind - Lighthouse,TPS,Phase 2,8.14
HighCompute,Besu - Lighthouse,TX Count,Phase 1,4289.00
HighCompute,Equalweight - Lighthouse,TX Count,Phase 1,4107.00
HighCompute,Geth - Lighthouse,TX Count,Phase 1,4104.00
HighCompute,Mainnet - Lighthouse,TX Count,Phase 1,3194.00
HighCompute,Nethermind - Lighthouse,TX Count,Phase 1,3747.00
HighCompute,Besu - Lighthouse,TX Count,Phase 2,4386.00
HighCompute,Equalweight - Lighthouse,TX Count,Phase 2,4578.00
HighCompute,Geth - Lighthouse,TX Count,Phase 2,3030.00
HighCompute,Mainnet - Lighthouse,TX Count,Phase 2,3182.00
HighCompute,Nethermind - Lighthouse,TX Count,Phase 2,3129.00
HighCompute,Besu - Lighthouse,Total Gas Used,Phase 1,157282250.00
HighCompute,Equalweight - Lighthouse,Total Gas Used,Phase 1,151328031.00
HighCompute,Geth - Lighthouse,Total Gas Used,Phase 1,151225380.00
HighCompute,Mainnet - Lighthouse,Total Gas Used,Phase 1,120098971.00
HighCompute,Nethermind - Lighthouse,Total Gas Used,Phase 1,140070342.00
HighCompute,Besu - Lighthouse,Total Gas Used,Phase 2,1223173747.00
HighCompute,Equalweight - Lighthouse,Total Gas Used,Phase 2,1234344596.00
HighCompute,Geth - Lighthouse,Total Gas Used,Phase 2,1356331096.00
HighCompute,Mainnet - Lighthouse,Total Gas Used,Phase 2,1316566826.00
HighCompute,Nethermind - Lighthouse,Total Gas Used,Phase 2,1358410176.00
HighCompute,Besu - Lighthouse,Total Spam Submitted,Phase 1,4319.00
HighCompute,Equalweight - Lighthouse,Total Spam Submitted,Phase 1,4164.00
HighCompute,Geth - Lighthouse,Total Spam Submitted,Phase 1,4161.00
HighCompute,Mainnet - Lighthouse,Total Spam Submitted,Phase 1,3225.00
HighCompute,Nethermind - Lighthouse,Total Spam Submitted,Phase 1,3764.00
HighCompute,Besu - Lighthouse,Total Spam Submitted,Phase 2,4357.00
HighCompute,Equalweight - Lighthouse,Total Spam Submitted,Phase 2,4529.00
HighCompute,Geth - Lighthouse,Total Spam Submitted,Phase 2,3269.00
HighCompute,Mainnet - Lighthouse,Total Spam Submitted,Phase 2,3841.00
HighCompute,Nethermind - Lighthouse,Total Spam Submitted,Phase 2,3406.00
HighCompute,Besu - Lighthouse,Total Spam Submitted (1-64),1-64,8676.00
HighCompute,Equalweight - Lighthouse,Total Spam Submitted (1-64),1-64,8693.00
HighCompute,Geth - Lighthouse,Total Spam Submitted (1-64),1-64,7430.00
HighCompute,Mainnet - Lighthouse,Total Spam Submitted (1-64),1-64,7066.00
HighCompute,Nethermind - Lighthouse,Total Spam Submitted (1-64),1-64,7170.00
HighCompute,Besu - Lighthouse,Total TX Count (1-64),1-64,8675.00
HighCompute,Equalweight - Lighthouse,Total TX Count (1-64),1-64,8685.00
HighCompute,Geth - Lighthouse,Total TX Count (1-64),1-64,7134.00
HighCompute,Mainnet - Lighthouse,Total TX Count (1-64),1-64,6376.00
HighCompute,Nethermind - Lighthouse,Total TX Count (1-64),1-64,6876.00
HighGas,Besu - Lighthouse,Avg Block Gas Used %,Phase 1,11.29
HighGas,Equalweight - Lighthouse,Avg Block Gas Used %,Phase 1,9.45
HighGas,Geth - Lighthouse,Avg Block Gas Used %,Phase 1,6.79
HighGas,Mainnet - Lighthouse,Avg Block Gas Used %,Phase 1,8.33
HighGas,Nethermind - Lighthouse,Avg Block Gas Used %,Phase 1,10.96
HighGas,Besu - Lighthouse,Avg Block Gas Used %,Phase 2,97.06
HighGas,Equalweight - Lighthouse,Avg Block Gas Used %,Phase 2,97.71
HighGas,Geth - Lighthouse,Avg Block Gas Used %,Phase 2,95.91
HighGas,Mainnet - Lighthouse,Avg Block Gas Used %,Phase 2,97.52
HighGas,Nethermind - Lighthouse,Avg Block Gas Used %,Phase 2,98.17
HighGas,Besu - Lighthouse,Avg Block Size kB,Phase 1,20.01
HighGas,Equalweight - Lighthouse,Avg Block Size kB,Phase 1,16.68
HighGas,Geth - Lighthouse,Avg Block Size kB,Phase 1,11.89
HighGas,Mainnet - Lighthouse,Avg Block Size kB,Phase 1,14.67
HighGas,Nethermind - Lighthouse,Avg Block Size kB,Phase 1,19.42
HighGas,Besu - Lighthouse,Avg Block Size kB,Phase 2,21.70
HighGas,Equalweight - Lighthouse,Avg Block Size kB,Phase 2,22.50
HighGas,Geth - Lighthouse,Avg Block Size kB,Phase 2,22.14
HighGas,Mainnet - Lighthouse,Avg Block Size kB,Phase 2,22.51
HighGas,Nethermind - Lighthouse,Avg Block Size kB,Phase 2,22.60
HighGas,Besu - Lighthouse,Avg CPU %,Phase 1,147.36
HighGas,Equalweight - Lighthouse,Avg CPU %,Phase 1,70.00
HighGas,Geth - Lighthouse,Avg CPU %,Phase 1,21.63
HighGas,Mainnet - Lighthouse,Avg CPU %,Phase 1,47.63
HighGas,Nethermind - Lighthouse,Avg CPU %,Phase 1,65.94
HighGas,Besu - Lighthouse,Avg CPU %,Phase 2,129.21
HighGas,Equalweight - Lighthouse,Avg CPU %,Phase 2,73.54
HighGas,Geth - Lighthouse,Avg CPU %,Phase 2,36.41
HighGas,Mainnet - Lighthouse,Avg CPU %,Phase 2,57.33
HighGas,Nethermind - Lighthouse,Avg CPU %,Phase 2,66.31
HighGas,Besu - Lighthouse,Avg CPU % per node,Phase 1,12.28
HighGas,Equalweight - Lighthouse,Avg CPU % per node,Phase 1,5.83
HighGas,Geth - Lighthouse,Avg CPU % per node,Phase 1,1.80
HighGas,Mainnet - Lighthouse,Avg CPU % per node,Phase 1,3.96
HighGas,Nethermind - Lighthouse,Avg CPU % per node,Phase 1,5.49
HighGas,Besu - Lighthouse,Avg CPU % per node,Phase 2,10.76
HighGas,Equalweight - Lighthouse,Avg CPU % per node,Phase 2,6.12
HighGas,Geth - Lighthouse,Avg CPU % per node,Phase 2,3.03
HighGas,Mainnet - Lighthouse,Avg CPU % per node,Phase 2,4.77
HighGas,Nethermind - Lighthouse,Avg CPU % per node,Phase 2,5.52
HighGas,Besu - Lighthouse,Avg Gas Gwei,Phase 1,2.46
HighGas,Equalweight - Lighthouse,Avg Gas Gwei,Phase 1,2.16
HighGas,Geth - Lighthouse,Avg Gas Gwei,Phase 1,2.10
HighGas,Mainnet - Lighthouse,Avg Gas Gwei,Phase 1,2.13
HighGas,Nethermind - Lighthouse,Avg Gas Gwei,Phase 1,2.39
HighGas,Besu - Lighthouse,Avg Gas Gwei,Phase 2,2.35
HighGas,Equalweight - Lighthouse,Avg Gas Gwei,Phase 2,2.33
HighGas,Geth - Lighthouse,Avg Gas Gwei,Phase 2,2.25
HighGas,Mainnet - Lighthouse,Avg Gas Gwei,Phase 2,2.30
HighGas,Nethermind - Lighthouse,Avg Gas Gwei,Phase 2,2.39
HighGas,Besu - Lighthouse,Avg Latency ms,Phase 1,6926.81
HighGas,Equalweight - Lighthouse,Avg Latency ms,Phase 1,6923.90
HighGas,Geth - Lighthouse,Avg Latency ms,Phase 1,8056.44
HighGas,Mainnet - Lighthouse,Avg Latency ms,Phase 1,7103.41
HighGas,Nethermind - Lighthouse,Avg Latency ms,Phase 1,6467.67
HighGas,Besu - Lighthouse,Avg Latency ms,Phase 2,25313.18
HighGas,Equalweight - Lighthouse,Avg Latency ms,Phase 2,10044.31
HighGas,Geth - Lighthouse,Avg Latency ms,Phase 2,10326.25
HighGas,Mainnet - Lighthouse,Avg Latency ms,Phase 2,11939.54
HighGas,Nethermind - Lighthouse,Avg Latency ms,Phase 2,9084.04
HighGas,Besu - Lighthouse,Avg Net RX MB/s,Phase 1,4.52
HighGas,Equalweight - Lighthouse,Avg Net RX MB/s,Phase 1,4.25
HighGas,Geth - Lighthouse,Avg Net RX MB/s,Phase 1,3.93
HighGas,Mainnet - Lighthouse,Avg Net RX MB/s,Phase 1,4.12
HighGas,Nethermind - Lighthouse,Avg Net RX MB/s,Phase 1,4.21
HighGas,Besu - Lighthouse,Avg Net RX MB/s,Phase 2,8.19
HighGas,Equalweight - Lighthouse,Avg Net RX MB/s,Phase 2,8.29
HighGas,Geth - Lighthouse,Avg Net RX MB/s,Phase 2,8.30
HighGas,Mainnet - Lighthouse,Avg Net RX MB/s,Phase 2,8.03
HighGas,Nethermind - Lighthouse,Avg Net RX MB/s,Phase 2,8.21
HighGas,Besu - Lighthouse,Avg Net TX MB/s,Phase 1,5.69
HighGas,Equalweight - Lighthouse,Avg Net TX MB/s,Phase 1,5.33
HighGas,Geth - Lighthouse,Avg Net TX MB/s,Phase 1,4.92
HighGas,Mainnet - Lighthouse,Avg Net TX MB/s,Phase 1,5.17
HighGas,Nethermind - Lighthouse,Avg Net TX MB/s,Phase 1,5.32
HighGas,Besu - Lighthouse,Avg Net TX MB/s,Phase 2,10.55
HighGas,Equalweight - Lighthouse,Avg Net TX MB/s,Phase 2,10.65
HighGas,Geth - Lighthouse,Avg Net TX MB/s,Phase 2,10.60
HighGas,Mainnet - Lighthouse,Avg Net TX MB/s,Phase 2,10.37
HighGas,Nethermind - Lighthouse,Avg Net TX MB/s,Phase 2,10.56
HighGas,Besu - Lighthouse,Avg RAM GB,Phase 1,8.37
HighGas,Equalweight - Lighthouse,Avg RAM GB,Phase 1,5.23
HighGas,Geth - Lighthouse,Avg RAM GB,Phase 1,1.37
HighGas,Mainnet - Lighthouse,Avg RAM GB,Phase 1,4.64
HighGas,Nethermind - Lighthouse,Avg RAM GB,Phase 1,6.79
HighGas,Besu - Lighthouse,Avg RAM GB,Phase 2,9.73
HighGas,Equalweight - Lighthouse,Avg RAM GB,Phase 2,5.44
HighGas,Geth - Lighthouse,Avg RAM GB,Phase 2,2.06
HighGas,Mainnet - Lighthouse,Avg RAM GB,Phase 2,4.55
HighGas,Nethermind - Lighthouse,Avg RAM GB,Phase 2,5.40
HighGas,Besu - Lighthouse,Avg RAM GB per node,Phase 1,0.6976
HighGas,Equalweight - Lighthouse,Avg RAM GB per node,Phase 1,0.4366
HighGas,Geth - Lighthouse,Avg RAM GB per node,Phase 1,0.1149
HighGas,Mainnet - Lighthouse,Avg RAM GB per node,Phase 1,0.3873
HighGas,Nethermind - Lighthouse,Avg RAM GB per node,Phase 1,0.5663
HighGas,Besu - Lighthouse,Avg RAM GB per node,Phase 2,0.8113
HighGas,Equalweight - Lighthouse,Avg RAM GB per node,Phase 2,0.4541
HighGas,Geth - Lighthouse,Avg RAM GB per node,Phase 2,0.1720
HighGas,Mainnet - Lighthouse,Avg RAM GB per node,Phase 2,0.3793
HighGas,Nethermind - Lighthouse,Avg RAM GB per node,Phase 2,0.4501
HighGas,Besu - Lighthouse,Avg Spam Confirmed,Phase 1,138.35
HighGas,Equalweight - Lighthouse,Avg Spam Confirmed,Phase 1,113.80
HighGas,Geth - Lighthouse,Avg Spam Confirmed,Phase 1,78.83
HighGas,Mainnet - Lighthouse,Avg Spam Confirmed,Phase 1,99.16
HighGas,Nethermind - Lighthouse,Avg Spam Confirmed,Phase 1,133.74
HighGas,Besu - Lighthouse,Avg Spam Confirmed,Phase 2,152.48
HighGas,Equalweight - Lighthouse,Avg Spam Confirmed,Phase 2,158.33
HighGas,Geth - Lighthouse,Avg Spam Confirmed,Phase 2,155.69
HighGas,Mainnet - Lighthouse,Avg Spam Confirmed,Phase 2,158.45
HighGas,Nethermind - Lighthouse,Avg Spam Confirmed,Phase 2,159.06
HighGas,Besu - Lighthouse,Avg Spam Pending,Phase 1,23.67
HighGas,Equalweight - Lighthouse,Avg Spam Pending,Phase 1,27.48
HighGas,Geth - Lighthouse,Avg Spam Pending,Phase 1,30.90
HighGas,Mainnet - Lighthouse,Avg Spam Pending,Phase 1,14.32
HighGas,Nethermind - Lighthouse,Avg Spam Pending,Phase 1,11.48
HighGas,Besu - Lighthouse,Avg Spam Pending,Phase 2,292.93
HighGas,Equalweight - Lighthouse,Avg Spam Pending,Phase 2,78.12
HighGas,Geth - Lighthouse,Avg Spam Pending,Phase 2,59.42
HighGas,Mainnet - Lighthouse,Avg Spam Pending,Phase 2,94.24
HighGas,Nethermind - Lighthouse,Avg Spam Pending,Phase 2,58.66
HighGas,Besu - Lighthouse,Avg Spam Submitted,Phase 1,139.41
HighGas,Equalweight - Lighthouse,Avg Spam Submitted,Phase 1,114.90
HighGas,Geth - Lighthouse,Avg Spam Submitted,Phase 1,79.74
HighGas,Mainnet - Lighthouse,Avg Spam Submitted,Phase 1,100.35
HighGas,Nethermind - Lighthouse,Avg Spam Submitted,Phase 1,134.32
HighGas,Besu - Lighthouse,Avg Spam Submitted,Phase 2,161.69
HighGas,Equalweight - Lighthouse,Avg Spam Submitted,Phase 2,157.30
HighGas,Geth - Lighthouse,Avg Spam Submitted,Phase 2,154.84
HighGas,Mainnet - Lighthouse,Avg Spam Submitted,Phase 2,157.33
HighGas,Nethermind - Lighthouse,Avg Spam Submitted,Phase 2,158.51
HighGas,Besu - Lighthouse,Max Block Gas Used %,Phase 1,23.76
HighGas,Equalweight - Lighthouse,Max Block Gas Used %,Phase 1,23.62
HighGas,Geth - Lighthouse,Max Block Gas Used %,Phase 1,23.76
HighGas,Mainnet - Lighthouse,Max Block Gas Used %,Phase 1,13.35
HighGas,Nethermind - Lighthouse,Max Block Gas Used %,Phase 1,23.62
HighGas,Besu - Lighthouse,Max Block Gas Used %,Phase 2,100.00
HighGas,Equalweight - Lighthouse,Max Block Gas Used %,Phase 2,99.99
HighGas,Geth - Lighthouse,Max Block Gas Used %,Phase 2,99.99
HighGas,Mainnet - Lighthouse,Max Block Gas Used %,Phase 2,99.99
HighGas,Nethermind - Lighthouse,Max Block Gas Used %,Phase 2,99.99
HighGas,Besu - Lighthouse,Max Block Size kB,Phase 1,22.00
HighGas,Equalweight - Lighthouse,Max Block Size kB,Phase 1,25.60
HighGas,Geth - Lighthouse,Max Block Size kB,Phase 1,22.55
HighGas,Mainnet - Lighthouse,Max Block Size kB,Phase 1,24.28
HighGas,Nethermind - Lighthouse,Max Block Size kB,Phase 1,22.53
HighGas,Besu - Lighthouse,Max Block Size kB,Phase 2,63.08
HighGas,Equalweight - Lighthouse,Max Block Size kB,Phase 2,40.15
HighGas,Geth - Lighthouse,Max Block Size kB,Phase 2,26.67
HighGas,Mainnet - Lighthouse,Max Block Size kB,Phase 2,54.71
HighGas,Nethermind - Lighthouse,Max Block Size kB,Phase 2,26.67
HighGas,Besu - Lighthouse,Max CPU %,Phase 1,1783.70
HighGas,Equalweight - Lighthouse,Max CPU %,Phase 1,520.00
HighGas,Geth - Lighthouse,Max CPU %,Phase 1,186.00
HighGas,Mainnet - Lighthouse,Max CPU %,Phase 1,357.00
HighGas,Nethermind - Lighthouse,Max CPU %,Phase 1,498.00
HighGas,Besu - Lighthouse,Max CPU %,Phase 2,1835.00
HighGas,Equalweight - Lighthouse,Max CPU %,Phase 2,418.00
HighGas,Geth - Lighthouse,Max CPU %,Phase 2,144.00
HighGas,Mainnet - Lighthouse,Max CPU %,Phase 2,552.00
HighGas,Nethermind - Lighthouse,Max CPU %,Phase 2,546.00
HighGas,Besu - Lighthouse,Max CPU % per node,Phase 1,148.64
HighGas,Equalweight - Lighthouse,Max CPU % per node,Phase 1,43.33
HighGas,Geth - Lighthouse,Max CPU % per node,Phase 1,15.50
HighGas,Mainnet - Lighthouse,Max CPU % per node,Phase 1,29.75
HighGas,Nethermind - Lighthouse,Max CPU % per node,Phase 1,41.50
HighGas,Besu - Lighthouse,Max CPU % per node,Phase 2,152.91
HighGas,Equalweight - Lighthouse,Max CPU % per node,Phase 2,34.83
HighGas,Geth - Lighthouse,Max CPU % per node,Phase 2,12.00
HighGas,Mainnet - Lighthouse,Max CPU % per node,Phase 2,46.00
HighGas,Nethermind - Lighthouse,Max CPU % per node,Phase 2,45.50
HighGas,Besu - Lighthouse,Max Gas Gwei,Phase 1,200.76
HighGas,Equalweight - Lighthouse,Max Gas Gwei,Phase 1,100.03
HighGas,Geth - Lighthouse,Max Gas Gwei,Phase 1,100.03
HighGas,Mainnet - Lighthouse,Max Gas Gwei,Phase 1,100.03
HighGas,Nethermind - Lighthouse,Max Gas Gwei,Phase 1,200.76
HighGas,Besu - Lighthouse,Max Gas Gwei,Phase 2,3.27
HighGas,Equalweight - Lighthouse,Max Gas Gwei,Phase 2,3.30
HighGas,Geth - Lighthouse,Max Gas Gwei,Phase 2,2.94
HighGas,Mainnet - Lighthouse,Max Gas Gwei,Phase 2,3.21
HighGas,Nethermind - Lighthouse,Max Gas Gwei,Phase 2,3.53
HighGas,Besu - Lighthouse,Max Latency ms,Phase 1,27827.00
HighGas,Equalweight - Lighthouse,Max Latency ms,Phase 1,14549.00
HighGas,Geth - Lighthouse,Max Latency ms,Phase 1,14144.00
HighGas,Mainnet - Lighthouse,Max Latency ms,Phase 1,14507.00
HighGas,Nethermind - Lighthouse,Max Latency ms,Phase 1,48643.00
HighGas,Besu - Lighthouse,Max Latency ms,Phase 2,106878.00
HighGas,Equalweight - Lighthouse,Max Latency ms,Phase 2,29389.00
HighGas,Geth - Lighthouse,Max Latency ms,Phase 2,19803.00
HighGas,Mainnet - Lighthouse,Max Latency ms,Phase 2,59876.00
HighGas,Nethermind - Lighthouse,Max Latency ms,Phase 2,18805.00
HighGas,Besu - Lighthouse,Max Net RX MB/s,Phase 1,8.08
HighGas,Equalweight - Lighthouse,Max Net RX MB/s,Phase 1,8.11
HighGas,Geth - Lighthouse,Max Net RX MB/s,Phase 1,8.03
HighGas,Mainnet - Lighthouse,Max Net RX MB/s,Phase 1,7.95
HighGas,Nethermind - Lighthouse,Max Net RX MB/s,Phase 1,8.02
HighGas,Besu - Lighthouse,Max Net RX MB/s,Phase 2,8.28
HighGas,Equalweight - Lighthouse,Max Net RX MB/s,Phase 2,8.35
HighGas,Geth - Lighthouse,Max Net RX MB/s,Phase 2,8.43
HighGas,Mainnet - Lighthouse,Max Net RX MB/s,Phase 2,8.15
HighGas,Nethermind - Lighthouse,Max Net RX MB/s,Phase 2,8.29
HighGas,Besu - Lighthouse,Max Net TX MB/s,Phase 1,10.16
HighGas,Equalweight - Lighthouse,Max Net TX MB/s,Phase 1,10.13
HighGas,Geth - Lighthouse,Max Net TX MB/s,Phase 1,9.93
HighGas,Mainnet - Lighthouse,Max Net TX MB/s,Phase 1,9.92
HighGas,Nethermind - Lighthouse,Max Net TX MB/s,Phase 1,10.08
HighGas,Besu - Lighthouse,Max Net TX MB/s,Phase 2,10.76
HighGas,Equalweight - Lighthouse,Max Net TX MB/s,Phase 2,10.84
HighGas,Geth - Lighthouse,Max Net TX MB/s,Phase 2,10.93
HighGas,Mainnet - Lighthouse,Max Net TX MB/s,Phase 2,10.50
HighGas,Nethermind - Lighthouse,Max Net TX MB/s,Phase 2,10.80
HighGas,Besu - Lighthouse,Max RAM GB,Phase 1,9.24
HighGas,Equalweight - Lighthouse,Max RAM GB,Phase 1,5.85
HighGas,Geth - Lighthouse,Max RAM GB,Phase 1,1.76
HighGas,Mainnet - Lighthouse,Max RAM GB,Phase 1,5.07
HighGas,Nethermind - Lighthouse,Max RAM GB,Phase 1,7.50
HighGas,Besu - Lighthouse,Max RAM GB,Phase 2,10.14
HighGas,Equalweight - Lighthouse,Max RAM GB,Phase 2,5.72
HighGas,Geth - Lighthouse,Max RAM GB,Phase 2,2.37
HighGas,Mainnet - Lighthouse,Max RAM GB,Phase 2,4.76
HighGas,Nethermind - Lighthouse,Max RAM GB,Phase 2,5.72
HighGas,Besu - Lighthouse,Max RAM GB per node,Phase 1,0.7700
HighGas,Equalweight - Lighthouse,Max RAM GB per node,Phase 1,0.4880
HighGas,Geth - Lighthouse,Max RAM GB per node,Phase 1,0.1467
HighGas,Mainnet - Lighthouse,Max RAM GB per node,Phase 1,0.4229
HighGas,Nethermind - Lighthouse,Max RAM GB per node,Phase 1,0.6252
HighGas,Besu - Lighthouse,Max RAM GB per node,Phase 2,0.8450
HighGas,Equalweight - Lighthouse,Max RAM GB per node,Phase 2,0.4766
HighGas,Geth - Lighthouse,Max RAM GB per node,Phase 2,0.1976
HighGas,Mainnet - Lighthouse,Max RAM GB per node,Phase 2,0.3969
HighGas,Nethermind - Lighthouse,Max RAM GB per node,Phase 2,0.4771
HighGas,Besu - Lighthouse,Max Spam Confirmed,Phase 1,150.00
HighGas,Equalweight - Lighthouse,Max Spam Confirmed,Phase 1,173.00
HighGas,Geth - Lighthouse,Max Spam Confirmed,Phase 1,151.00
HighGas,Mainnet - Lighthouse,Max Spam Confirmed,Phase 1,172.00
HighGas,Nethermind - Lighthouse,Max Spam Confirmed,Phase 1,151.00
HighGas,Besu - Lighthouse,Max Spam Confirmed,Phase 2,458.00
HighGas,Equalweight - Lighthouse,Max Spam Confirmed,Phase 2,295.00
HighGas,Geth - Lighthouse,Max Spam Confirmed,Phase 2,189.00
HighGas,Mainnet - Lighthouse,Max Spam Confirmed,Phase 2,414.00
HighGas,Nethermind - Lighthouse,Max Spam Confirmed,Phase 2,189.00
HighGas,Besu - Lighthouse,Max Spam Pending,Phase 1,33.00
HighGas,Equalweight - Lighthouse,Max Spam Pending,Phase 1,55.00
HighGas,Geth - Lighthouse,Max Spam Pending,Phase 1,64.00
HighGas,Mainnet - Lighthouse,Max Spam Pending,Phase 1,37.00
HighGas,Nethermind - Lighthouse,Max Spam Pending,Phase 1,18.00
HighGas,Besu - Lighthouse,Max Spam Pending,Phase 2,491.00
HighGas,Equalweight - Lighthouse,Max Spam Pending,Phase 2,157.00
HighGas,Geth - Lighthouse,Max Spam Pending,Phase 2,104.00
HighGas,Mainnet - Lighthouse,Max Spam Pending,Phase 2,348.00
HighGas,Nethermind - Lighthouse,Max Spam Pending,Phase 2,105.00
HighGas,Besu - Lighthouse,Max Spam Submitted,Phase 1,153.00
HighGas,Equalweight - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighGas,Geth - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighGas,Mainnet - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighGas,Nethermind - Lighthouse,Max Spam Submitted,Phase 1,153.00
HighGas,Besu - Lighthouse,Max Spam Submitted,Phase 2,167.00
HighGas,Equalweight - Lighthouse,Max Spam Submitted,Phase 2,167.00
HighGas,Geth - Lighthouse,Max Spam Submitted,Phase 2,166.00
HighGas,Mainnet - Lighthouse,Max Spam Submitted,Phase 2,166.00
HighGas,Nethermind - Lighthouse,Max Spam Submitted,Phase 2,166.00
HighGas,Besu - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighGas,Equalweight - Lighthouse,Median Block Gas Used %,Phase 1,11.34
HighGas,Geth - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighGas,Mainnet - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighGas,Nethermind - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighGas,Besu - Lighthouse,Median Block Gas Used %,Phase 2,99.98
HighGas,Equalweight - Lighthouse,Median Block Gas Used %,Phase 2,99.99
HighGas,Geth - Lighthouse,Median Block Gas Used %,Phase 2,99.98
HighGas,Mainnet - Lighthouse,Median Block Gas Used %,Phase 2,99.97
HighGas,Nethermind - Lighthouse,Median Block Gas Used %,Phase 2,99.98
HighGas,Besu - Lighthouse,Median Block Size kB,Phase 1,21.21
HighGas,Equalweight - Lighthouse,Median Block Size kB,Phase 1,20.92
HighGas,Geth - Lighthouse,Median Block Size kB,Phase 1,17.82
HighGas,Mainnet - Lighthouse,Median Block Size kB,Phase 1,20.92
HighGas,Nethermind - Lighthouse,Median Block Size kB,Phase 1,21.22
HighGas,Besu - Lighthouse,Median Block Size kB,Phase 2,16.15
HighGas,Equalweight - Lighthouse,Median Block Size kB,Phase 2,26.02
HighGas,Geth - Lighthouse,Median Block Size kB,Phase 2,24.85
HighGas,Mainnet - Lighthouse,Median Block Size kB,Phase 2,23.13
HighGas,Nethermind - Lighthouse,Median Block Size kB,Phase 2,26.26
HighGas,Besu - Lighthouse,Median CPU %,Phase 1,93.00
HighGas,Equalweight - Lighthouse,Median CPU %,Phase 1,53.00
HighGas,Geth - Lighthouse,Median CPU %,Phase 1,17.50
HighGas,Mainnet - Lighthouse,Median CPU %,Phase 1,36.00
HighGas,Nethermind - Lighthouse,Median CPU %,Phase 1,49.00
HighGas,Besu - Lighthouse,Median CPU %,Phase 2,93.00
HighGas,Equalweight - Lighthouse,Median CPU %,Phase 2,49.00
HighGas,Geth - Lighthouse,Median CPU %,Phase 2,29.00
HighGas,Mainnet - Lighthouse,Median CPU %,Phase 2,38.00
HighGas,Nethermind - Lighthouse,Median CPU %,Phase 2,50.00
HighGas,Besu - Lighthouse,Median CPU % per node,Phase 1,7.75
HighGas,Equalweight - Lighthouse,Median CPU % per node,Phase 1,4.41
HighGas,Geth - Lighthouse,Median CPU % per node,Phase 1,1.45
HighGas,Mainnet - Lighthouse,Median CPU % per node,Phase 1,3.00
HighGas,Nethermind - Lighthouse,Median CPU % per node,Phase 1,4.08
HighGas,Besu - Lighthouse,Median CPU % per node,Phase 2,7.75
HighGas,Equalweight - Lighthouse,Median CPU % per node,Phase 2,4.08
HighGas,Geth - Lighthouse,Median CPU % per node,Phase 2,2.41
HighGas,Mainnet - Lighthouse,Median CPU % per node,Phase 2,3.16
HighGas,Nethermind - Lighthouse,Median CPU % per node,Phase 2,4.16
HighGas,Besu - Lighthouse,Median Gas Gwei,Phase 1,2.16
HighGas,Equalweight - Lighthouse,Median Gas Gwei,Phase 1,2.10
HighGas,Geth - Lighthouse,Median Gas Gwei,Phase 1,2.06
HighGas,Mainnet - Lighthouse,Median Gas Gwei,Phase 1,2.08
HighGas,Nethermind - Lighthouse,Median Gas Gwei,Phase 1,2.14
HighGas,Besu - Lighthouse,Median Gas Gwei,Phase 2,2.21
HighGas,Equalweight - Lighthouse,Median Gas Gwei,Phase 2,2.19
HighGas,Geth - Lighthouse,Median Gas Gwei,Phase 2,2.14
HighGas,Mainnet - Lighthouse,Median Gas Gwei,Phase 2,2.18
HighGas,Nethermind - Lighthouse,Median Gas Gwei,Phase 2,2.23
HighGas,Besu - Lighthouse,Median Latency ms,Phase 1,6906.50
HighGas,Equalweight - Lighthouse,Median Latency ms,Phase 1,6892.00
HighGas,Geth - Lighthouse,Median Latency ms,Phase 1,7980.00
HighGas,Mainnet - Lighthouse,Median Latency ms,Phase 1,7125.00
HighGas,Nethermind - Lighthouse,Median Latency ms,Phase 1,6462.00
HighGas,Besu - Lighthouse,Median Latency ms,Phase 2,20318.50
HighGas,Equalweight - Lighthouse,Median Latency ms,Phase 2,9511.00
HighGas,Geth - Lighthouse,Median Latency ms,Phase 2,10318.50
HighGas,Mainnet - Lighthouse,Median Latency ms,Phase 2,10154.00
HighGas,Nethermind - Lighthouse,Median Latency ms,Phase 2,9069.00
HighGas,Besu - Lighthouse,Median Net RX MB/s,Phase 1,4.65
HighGas,Equalweight - Lighthouse,Median Net RX MB/s,Phase 1,4.31
HighGas,Geth - Lighthouse,Median Net RX MB/s,Phase 1,3.89
HighGas,Mainnet - Lighthouse,Median Net RX MB/s,Phase 1,4.11
HighGas,Nethermind - Lighthouse,Median Net RX MB/s,Phase 1,4.26
HighGas,Besu - Lighthouse,Median Net RX MB/s,Phase 2,8.20
HighGas,Equalweight - Lighthouse,Median Net RX MB/s,Phase 2,8.30
HighGas,Geth - Lighthouse,Median Net RX MB/s,Phase 2,8.34
HighGas,Mainnet - Lighthouse,Median Net RX MB/s,Phase 2,8.04
